,name,genre,episodes,rating,members,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
230,Kaiba,"Adventure, Mystery, Romance, Sci-Fi",12,8.29,56927,0,0,0,0,0,1
231,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",1,8.29,17247,0,0,0,0,1,0
232,Saiki Kusuo no Ψ-nan (TV),"Comedy, School, Shounen, Supernatural",120,8.29,47092,0,0,0,0,0,1
233,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",1,8.28,60637,1,0,0,0,0,0
234,Hajime no Ippo: Mashiba vs. Kimura,"Comedy, Shounen, Sports",1,8.28,40623,0,0,0,1,0,0
235,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",12,8.28,91796,0,0,0,0,0,1
236,Skip Beat!,"Comedy, Drama, Romance, Shoujo",25,8.28,134818,0,0,0,0,0,1
237,Yowamushi Pedal: Grande Road,"Comedy, Drama, Shounen, Sports",24,8.28,50778,0,0,0,0,0,1
238,Gankutsuou,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",24,8.27,103828,0,0,0,0,0,1
239,Majo no Takkyuubin,"Adventure, Comedy, Drama, Fantasy, Magic, Romance",1,8.27,152331,1,0,0,0,0,0
240,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",11,8.27,70822,0,0,0,0,0,1
241,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",1,8.27,24707,0,0,0,0,1,0
242,Osomatsu-san,"Comedy, Parody",25,8.27,60988,0,0,0,0,0,1
243,Space☆Dandy 2nd Season,"Comedy, Sci-Fi, Space",13,8.27,60918,0,0,0,0,0,1
244,Tsumiki no Ie,Drama,1,8.27,45189,1,0,0,0,0,0
245,Detroit Metal City,"Comedy, Music",12,8.26,104893,0,0,0,1,0,0
246,Eve no Jikan,"Sci-Fi, Slice of Life",6,8.26,99074,0,0,1,0,0,0
247,Eve no Jikan (Movie),"Sci-Fi, Slice of Life",1,8.26,66376,1,0,0,0,0,0
248,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",26,8.26,391628,0,0,0,0,0,1
249,Saint Seiya: Meiou Hades Juuni Kyuu-hen,"Adventure, Sci-Fi, Shounen",13,8.26,23701,0,0,0,1,0,0
250,Zankyou no Terror,"Psychological, Thriller",11,8.26,342893,0,0,0,0,0,1
251,Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",25,8.25,440334,0,0,0,0,0,1
252,Detective Conan,"Adventure, Comedy, Mystery, Police, Shounen",Unknown,8.25,114702,0,0,0,0,0,1
253,Detective Conan Movie 05: Countdown to Heaven,"Adventure, Comedy, Mystery, Police, Shounen",1,8.25,25432,1,0,0,0,0,0
254,Diamond no Ace,"Comedy, School, Shounen, Sports",75,8.25,81384,0,0,0,0,0,1
255,Fairy Tail (2014),"Action, Adventure, Comedy, Fantasy, Magic, Shounen",102,8.25,255076,0,0,0,0,0,1
256,Hibike! Euphonium 2,"Drama, Music, School",13,8.25,47716,0,0,0,0,0,1
257,JoJo no Kimyou na Bouken: Stardust Crusaders,"Action, Adventure, Drama, Shounen, Supernatural",24,8.25,120089,0,0,0,0,0,1
258,Maison Ikkoku,"Comedy, Drama, Romance, Slice of Life",96,8.25,22079,0,0,0,0,0,1
259,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",12,8.26,64230,0,0,0,0,0,1
260,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",50,8.25,129112,0,0,0,0,0,1
261,Yuusha-Ou GaoGaiGar Final,"Adventure, Drama, Mecha, Sci-Fi, Shounen",8,8.25,5001,0,0,0,1,0,0
262,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",12,8.24,292622,0,0,0,0,0,1
263,Initial D Fourth Stage,"Action, Cars, Drama, Seinen, Sports",24,8.24,41584,0,0,0,0,0,1
264,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",12,8.24,87617,0,0,0,0,0,1
265,Kaze Tachinu,"Drama, Historical, Romance",1,8.24,75359,1,0,0,0,0,0
266,Kingdom,"Action, Historical, Military, Seinen",38,8.24,54211,0,0,0,0,0,1
267,Kuragehime,"Comedy, Josei, Slice of Life",11,8.24,108053,0,0,0,0,0,1
268,Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy, Magic, Shounen",25,8.24,317513,0,0,0,0,0,1
269,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",25,8.24,120351,0,0,0,0,0,1
270,ReLIFE,"Romance, School, Slice of Life",13,8.24,202249,0,0,0,0,0,1
271,Saint Seiya: The Lost Canvas - Meiou Shinwa,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",13,8.24,40355,0,0,0,1,0,0
272,Seirei no Moribito,"Action, Adventure, Fantasy, Historical",26,8.24,106888,0,0,0,0,0,1
273,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",24,8.23,216674,0,0,0,0,0,1
274,Detective Conan Movie 08: Magician of the Silver Sky,"Adventure, Comedy, Mystery, Police, Shounen",1,8.23,23130,1,0,0,0,0,0
275,Durarara!!x2 Ketsu,"Action, Mystery, Supernatural",12,8.23,115295,0,0,0,0,0,1
276,Free!: Eternal Summer Special,"Comedy, School, Slice of Life",1,8.23,36091,0,0,0,0,1,0
277,Glass no Kamen (2005),"Drama, Shoujo",51,8.23,17038,0,0,0,0,0,1
278,Gosick,"Drama, Historical, Mystery, Romance",24,8.23,232113,0,0,0,0,0,1
279,Hajime no Ippo: Boxer no Kobushi,"Comedy, Drama, Shounen, Sports",1,8.23,20157,0,0,0,0,1,0
280,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",26,8.23,68128,0,0,0,0,0,1
281,Kill la Kill,"Action, Comedy, School, Super Power",24,8.23,508118,0,0,0,0,0,1
282,Lovely★Complex,"Comedy, Romance, Shoujo",24,8.23,235003,0,0,0,0,0,1
283,Perfect Blue,"Dementia, Drama, Horror, Psychological",1,8.23,117565,1,0,0,0,0,0
284,Princess Tutu,"Comedy, Fantasy, Magic, Romance",38,8.23,73218,0,0,0,0,0,1
285,Sakasama no Patema,"Sci-Fi, Seinen",1,8.23,89749,1,0,0,0,0,0
286,Tsubasa: Shunraiki,"Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural",2,8.23,40420,0,0,0,1,0,0
287,Ashita no Joe,"Drama, Sports",79,8.22,15442,0,0,0,0,0,1
288,Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",175,8.22,584590,0,0,0,0,0,1
289,Ghost in the Shell: Stand Alone Complex - Solid State Society,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",1,8.22,55247,0,0,0,0,1,0
290,Magi: Sinbad no Bouken (TV),"Action, Adventure, Fantasy, Magic, Shounen",13,8.22,73480,0,0,0,0,0,1
291,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",39,8.22,77464,0,0,0,0,0,1
292,Tengen Toppa Gurren Lagann Movie: Gurren-hen,"Action, Comedy, Mecha",1,8.22,72933,1,0,0,0,0,0
293,Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery, Police, Shounen",1,8.21,21789,1,0,0,0,0,0
294,Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi",1,8.21,194561,1,0,0,0,0,0
295,Full Metal Panic? Fumoffu,"Action, Comedy, School",12,8.21,171086,0,0,0,0,0,1
296,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"Action, Drama, Military, Sci-Fi, Space",1,8.21,11808,1,0,0,0,0,0
297,Kara no Kyoukai 3: Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Thriller",1,8.21,108720,1,0,0,0,0,0
298,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space",25,8.21,86972,0,0,0,0,0,1
299,Nisemonogatari,"Comedy, Mystery, Supernatural",11,8.21,260062,0,0,0,0,0,1
300,Tsukimonogatari,"Comedy, Mystery, Supernatural",4,8.21,111009,0,0,0,0,0,1
301,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",22,8.2,312654,0,0,0,0,0,1
302,Aria The Avvenire,"Fantasy, Sci-Fi, Shounen, Slice of Life",3,8.2,9500,0,0,0,0,1,0
303,Baby Steps 2nd Season,"Romance, School, Shounen, Sports",25,8.2,36251,0,0,0,0,0,1
304,D.Gray-man,"Action, Adventure, Comedy, Shounen",103,8.2,334399,0,0,0,0,0,1
305,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari","Action, Military, Sci-Fi, Space",24,8.2,8621,0,0,0,1,0,0
306,Gintama: Jump Festa 2014 Special,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",1,8.2,13764,0,0,0,0,1,0
307,Lupin III: Cagliostro no Shiro,"Adventure, Comedy, Shounen",1,8.2,32732,1,0,0,0,0,0
308,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"Action, Drama, Mecha, Sci-Fi, Space",25,8.2,21210,0,0,0,0,0,1
309,Ookiku Furikabutte: Natsu no Taikai-hen,"Comedy, Sports",13,8.2,22190,0,0,0,0,0,1
310,Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",39,8.2,23160,0,0,0,0,0,1
311,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,"Comedy, Drama, Romance, Shounen Ai",1,8.2,23045,1,0,0,0,0,0
312,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Slice of Life, Supernatural",1,8.19,95241,1,0,0,0,0,0
313,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",26,8.19,76860,0,0,0,0,0,1
314,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",50,8.19,239570,0,0,0,0,0,1
315,Ghost in the Shell: Stand Alone Complex - The Laughing Man,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen",1,8.19,21435,0,0,0,0,1,0
316,Gintama: Dai Hanseikai,"Action, Comedy, Parody, Samurai",1,8.19,14728,0,0,0,0,1,0
317,Hidamari Sketch: Sae Hiro Sotsugyou-hen,"Comedy, School, Slice of Life",2,8.19,5959,0,0,0,1,0,0
318,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",75,8.19,69000,0,0,0,0,0,1
319,Kimi ni Todoke,"Romance, School, Shoujo, Slice of Life",25,8.19,309339,0,0,0,0,0,1
320,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",4,8.19,106989,0,0,0,0,1,0
321,Tokyo Magnitude 8.0,Drama,11,8.19,121349,0,0,0,0,0,1
322,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",70,8.18,181249,0,0,0,0,0,1
323,ef: A Tale of Melodies.,"Drama, Mystery, Romance, Supernatural",12,8.18,103657,0,0,0,0,0,1
324,Gin no Saji,"Comedy, School, Shounen, Slice of Life",11,8.18,116261,0,0,0,0,0,1
325,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",24,8.18,130646,0,0,0,0,0,1
326,Kodomo no Omocha (TV),"Comedy, Drama, Romance, Shoujo",102,8.18,27893,0,0,0,0,0,1
327,Love Live! The School Idol Movie,"Music, School, Slice of Life",1,8.18,38118,1,0,0,0,0,0
328,Mahoutsukai no Yome: Hoshi Matsu Hito,"Fantasy, Magic",3,8.18,43372,0,0,0,1,0,0
329,Sekaiichi Hatsukoi OVA,"Comedy, Drama, Romance, Shounen Ai",2,8.18,35225,0,0,0,1,0,0
330,Working!!!,"Comedy, Romance, Slice of Life",13,8.18,80763,0,0,0,0,0,1
331,Black Lagoon,"Action, Seinen",12,8.17,332562,0,0,0,0,0,1
332,Detective Conan Movie 18: The Sniper from Another Dimension,"Action, Mystery, Police, Shounen",1,8.17,12151,1,0,0,0,0,0
333,Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power",1,8.17,77111,0,0,0,1,0,0
334,Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",26,8.17,359494,0,0,0,0,0,1
335,Hyouka,"Mystery, School, Slice of Life",22,8.17,372246,0,0,0,0,0,1
336,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",1,8.17,31464,0,1,0,0,0,0
337,Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",24,8.17,163171,0,0,0,0,0,1
338,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",12,8.17,171866,0,0,0,0,0,1
339,Noragami,"Action, Adventure, Shounen, Supernatural",12,8.17,515378,0,0,0,0,0,1
340,Persona 3 the Movie 4: Winter of Rebirth,"Action, Fantasy, Seinen, Supernatural",1,8.17,13359,1,0,0,0,0,0
341,xxxHOLiC Shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",2,8.17,40401,0,0,0,1,0,0
342,Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",24,8.17,259900,0,0,0,0,0,1
343,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"Comedy, Shounen, Slice of Life",1,8.16,11961,0,0,0,0,1,0
344,Detective Conan Movie 03: The Last Wizard of the Century,"Adventure, Comedy, Mystery, Police, Shounen",1,8.16,26799,1,0,0,0,0,0
345,Detective Conan Movie 04: Captured in Her Eyes,"Adventure, Comedy, Mystery, Police, Shounen",1,8.16,25461,1,0,0,0,0,0
346,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",153,8.16,316102,0,0,0,0,0,1
347,Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",25,8.16,6321,0,0,0,0,0,1
348,Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai",12,8.16,39866,0,0,0,0,0,1
349,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",45,8.16,66646,0,0,0,0,0,1
350,Major Movie: Yuujou no Winning Shot,"Action, Shounen, Sports",1,8.16,9943,1,0,0,0,0,0
351,Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",26,8.16,15557,0,0,0,0,0,1
352,One Piece Film: Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",1,8.16,33862,0,0,0,1,0,0
353,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",26,8.16,159105,0,0,0,0,0,1
354,Tamako Love Story,"Comedy, Romance, Slice of Life",1,8.16,72708,1,0,0,0,0,0
355,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",24,8.16,137105,0,0,0,0,0,1
356,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",101,8.16,12833,0,0,0,0,0,1
357,Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",38,8.16,91138,0,0,0,0,0,1
358,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",1,8.15,215897,1,0,0,0,0,0
359,Black Lagoon: Roberta&#039;s Blood Trail,"Action, Seinen",5,8.15,108099,0,0,0,1,0,0
360,Durarara!!x2 Shou,"Action, Mystery, Supernatural",12,8.15,189407,0,0,0,0,0,1
361,Gintama: Jump Festa 2015 Special,"Action, Comedy, Historical, Parody, Samurai, Shounen",1,8.15,7923,0,0,0,0,1,0
362,High☆Speed!: Free! Starting Days,"School, Slice of Life, Sports",1,8.15,24310,1,0,0,0,0,0
363,Kyou kara Ore wa!!,"Comedy, Shounen",10,8.15,7954,0,0,0,1,0,0
364,Nurarihyon no Mago: Sennen Makyou,"Action, Demons, Shounen, Supernatural",24,8.15,75612,0,0,0,0,0,1
365,Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",1,8.15,163308,1,0,0,0,0,0
366,Prince of Tennis: The National Tournament Finals,"Comedy, School, Shounen, Sports",7,8.15,21020,0,0,0,1,0,0
367,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",26,8.15,93095,0,0,0,0,0,1
368,Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",12,8.15,94820,0,0,0,0,0,1
369,Akagami no Shirayuki-hime 2nd Season,"Drama, Fantasy, Romance, Shoujo",12,8.14,80862,0,0,0,0,0,1
370,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, School, Slice of Life",1,8.14,160423,0,0,0,0,1,0
371,Ginga Nagareboshi Gin,"Action, Adventure, Drama, Shounen",21,8.14,10575,0,0,0,0,0,1
372,Initial D Fifth Stage,"Action, Cars, Drama, Seinen, Sports",14,8.14,26711,0,0,0,0,0,1
373,K-On!!,"Comedy, Music, School, Slice of Life",26,8.14,246276,0,0,0,0,0,1
374,Log Horizon,"Action, Adventure, Fantasy, Game, Magic, Shounen",25,8.14,387100,0,0,0,0,0,1
375,Sekaiichi Hatsukoi: Valentine-hen,"Comedy, Romance, Shounen Ai",1,8.14,13454,1,0,0,0,0,0
376,Slayers Next,"Adventure, Comedy, Demons, Fantasy, Magic",26,8.14,39832,0,0,0,0,0,1
377,Aria The OVA: Arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life",1,8.13,20629,0,0,0,1,0,0
378,Detective Conan Movie 15: Quarter of Silence,"Adventure, Comedy, Mystery, Police, Shounen",1,8.13,17165,1,0,0,0,0,0
379,Digimon Adventure tri. 3: Kokuhaku,"Action, Adventure, Comedy, Drama",1,8.13,20989,1,0,0,0,0,0
380,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",1,8.13,29331,0,0,0,0,1,0
381,Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",24,8.13,5063,0,0,0,0,0,1
382,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",13,8.13,189641,0,0,0,0,0,1
383,Kara no Kyoukai: Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural",1,8.13,41168,1,0,0,0,0,0
384,Mobile Suit Gundam: The 08th MS Team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",12,8.13,34177,0,0,0,1,0,0
385,Omae Umasou da na,"Action, Adventure, Fantasy, Kids",1,8.13,6645,1,0,0,0,0,0
386,Ushio to Tora (TV) 2nd Season,"Comedy, Demons, Shounen, Supernatural",13,8.13,43916,0,0,0,0,0,1
387,Wolf&#039;s Rain OVA,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",4,8.13,37679,0,0,0,1,0,0
388,Ajin 2nd Season,"Action, Horror, Mystery, Seinen, Supernatural",13,8.12,51382,0,0,0,0,0,1
389,Aoki Hagane no Arpeggio: Ars Nova Cadenza,"Action, Sci-Fi, Seinen",1,8.12,12353,1,0,0,0,0,0
390,City Hunter 2,"Action, Comedy, Mystery, Shounen",63,8.12,8199,0,0,0,0,0,1
391,Durarara!!x2 Ten,"Action, Mystery, Supernatural",12,8.12,132506,0,0,0,0,0,1
392,ef: A Tale of Memories.,"Drama, Mystery, Romance",12,8.12,151106,0,0,0,0,0,1
393,Ghost in the Shell 2.0,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",1,8.12,51789,1,0,0,0,0,0
394,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,"Action, Mecha, Sci-Fi",1,8.12,16614,0,0,0,0,1,0
395,Ginga Sengoku Gunyuuden Rai,"Adventure, Romance, Sci-Fi, Shounen, Space",52,8.12,5308,0,0,0,0,0,1
396,Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",13,8.12,45825,0,0,0,0,0,1
397,Kami nomi zo Shiru Sekai II,"Comedy, Harem, Romance, Shounen, Supernatural",12,8.12,194300,0,0,0,0,0,1
398,Noragami Aragoto OVA,"Action, Adventure, Shounen",2,8.12,58075,0,0,0,1,0,0
399,Stand By Me Doraemon,"Comedy, Kids, Sci-Fi, Shounen",1,8.12,5712,1,0,0,0,0,0
400,Tiger &amp; Bunny,"Action, Comedy, Mystery, Super Power",25,8.12,104075,0,0,0,0,0,1
401,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Drama, Romance, School",13,8.12,353876,0,0,0,0,0,1
402,Fullmetal Alchemist: Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",4,8.11,67962,0,0,0,0,1,0
403,Hanamonogatari,"Comedy, Mystery, Supernatural",5,8.11,124886,0,0,0,0,0,1
404,Kimi to Boku. 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",13,8.11,44564,0,0,0,0,0,1
405,Ookiku Furikabutte,"Comedy, Sports",25,8.11,49599,0,0,0,0,0,1
406,Ore Monogatari!!,"Comedy, Romance, Shoujo",24,8.11,200833,0,0,0,0,0,1
407,Tamayura: Sotsugyou Shashin Part 4 - Ashita,"Comedy, Drama, Slice of Life",1,8.1,3187,1,0,0,0,0,0
408,Tekkon Kinkreet,"Action, Adventure, Psychological, Supernatural",1,8.11,46018,1,0,0,0,0,0
409,There She Is!!,"Comedy, Romance",5,8.11,13935,0,0,1,0,0,0
410,xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",24,8.11,150872,0,0,0,0,0,1
411,Byousoku 5 Centimeter,"Drama, Romance, Slice of Life",3,8.1,324035,1,0,0,0,0,0
412,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"Action, Horror, Mystery, Psychological",1,8.1,29969,0,0,0,0,1,0
413,Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,"Drama, Military, Sci-Fi, Space",28,8.1,7712,0,0,0,1,0,0
414,Hyouge Mono,"Historical, Samurai, Seinen",39,8.1,10649,0,0,0,0,0,1
415,Karigurashi no Arrietty,Fantasy,1,8.1,97910,1,0,0,0,0,0
416,Mahou Shoujo Lyrical Nanoha A&#039;s,"Action, Comedy, Drama, Magic, Super Power",13,8.1,41685,0,0,0,0,0,1
417,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Drama, Historical, Romance, Samurai, Shounen",2,8.1,49454,0,0,0,1,0,0
418,Tanaka-kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",12,8.1,101335,0,0,0,0,0,1
419,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",1,8.09,66721,1,0,0,0,0,0
420,Darker than Black: Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",4,8.09,136135,0,0,0,0,1,0
421,Elsword: El Lady,"Action, Fantasy",12,8.11,3846,0,0,1,0,0,0
422,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Action, Historical, Military, Sci-Fi, Space",1,8.09,15069,1,0,0,0,0,0
423,Hikaru no Go: Journey to the North Star Cup,"Game, Shounen",1,8.09,13901,0,0,0,0,1,0
424,Hybrid Child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",4,8.09,26036,0,0,0,1,0,0
425,Isekai no Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",13,8.09,72021,0,0,0,1,0,0
426,Junjou Romantica OVA,"Comedy, Drama, Romance, Shounen Ai",2,8.09,23192,0,0,0,1,0,0
427,Kobato.,"Comedy, Drama, Fantasy",24,8.09,88986,0,0,0,0,0,1
428,Kuuchuu Buranko,"Comedy, Drama, Psychological, Seinen",11,8.09,41521,0,0,0,0,0,1
429,Macross: Do You Remember Love?,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",1,8.09,19240,1,0,0,0,0,0
430,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"Adventure, Comedy, Fantasy, Shounen",1,8.09,30516,0,0,0,0,1,0
431,Prince of Tennis: The National Tournament,"Action, Comedy, Shounen, Sports",13,8.09,25170,0,0,0,1,0,0
432,Prince of Tennis: The National Tournament Semifinals,"Action, Comedy, Sports",6,8.09,21186,0,0,0,1,0,0
433,Eyeshield 21,"Action, Comedy, Shounen, Sports",145,8.08,83648,0,0,0,0,0,1
434,Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",52,8.08,59374,0,0,0,0,0,1
435,Grisaia no Rakuen,"Drama, Harem, Psychological, Romance",10,8.08,111962,0,0,0,0,0,1
436,Jigoku Shoujo Futakomori,"Horror, Mystery, Psychological, Supernatural",26,8.08,79816,0,0,0,0,0,1
437,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",12,8.08,117910,0,0,0,0,0,1
438,Mawaru Penguindrum,"Comedy, Drama, Mystery, Psychological",24,8.08,156689,0,0,0,0,0,1
439,SKET Dance OVA,"Comedy, School, Shounen",1,8.08,11342,0,0,0,1,0,0
440,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",51,8.08,580184,0,0,0,0,0,1
441,Trigun: Badlands Rumble,"Action, Comedy, Sci-Fi",1,8.08,68181,1,0,0,0,0,0
442,Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",13,8.07,120731,0,0,0,0,0,1
443,Kuroko no Basket: Tip Off,"Comedy, School, Shounen, Sports",1,8.07,41760,0,0,0,0,1,0
444,Macross,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",36,8.07,44157,0,0,0,0,0,1
445,Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",26,8.07,657190,0,0,0,0,0,1
446,Saiyuuki Reload: Burial,"Action, Adventure, Drama, Fantasy, Shoujo",3,8.07,6554,0,0,0,1,0,0
447,Tentai Senshi Sunred 2nd Season,"Comedy, Parody, Seinen, Super Power",26,8.07,4584,0,0,0,0,0,1
448,Terra e... (TV),"Action, Drama, Military, Sci-Fi, Space",24,8.07,36941,0,0,0,0,0,1
449,Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",12,8.07,618056,0,0,0,0,0,1
450,Usagi Drop Specials,"Josei, Slice of Life",4,8.07,36351,0,0,0,0,1,0
451,Yume-iro Pâtissière,"Kids, School, Shoujo",50,8.07,36921,0,0,0,0,0,1
452,Azumanga Daioh,"Comedy, School, Slice of Life",26,8.06,170901,0,0,0,0,0,1
453,Colorful (Movie),"Drama, Slice of Life, Supernatural",1,8.06,63263,1,0,0,0,0,0
454,Detective Conan OVA 09: The Stranger in 10 Years...,"Adventure, Comedy, Mystery, Police, Shounen",1,8.06,9649,0,0,0,1,0,0
455,Drifters: Special Edition,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",1,8.06,9807,0,0,0,1,0,0
456,FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",6,8.06,305165,0,0,0,1,0,0
457,Full Metal Panic! The Second Raid,"Action, Mecha, Military",13,8.06,155340,0,0,0,0,0,1
458,Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",24,8.06,424919,0,0,0,0,0,1
459,Love Live! School Idol Project 2nd Season,"Music, School, Slice of Life",13,8.06,91864,0,0,0,0,0,1
460,Macross F Movie 2: Sayonara no Tsubasa,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",1,8.06,17826,1,0,0,0,0,0
461,Magi: Sinbad no Bouken,"Action, Adventure, Fantasy, Magic, Shounen",5,8.06,52351,0,0,0,1,0,0
462,Nekomonogatari: Kuro,"Comedy, Romance, Supernatural",4,8.06,173264,0,0,0,0,0,1
